9.840163e+01 3.538807e+01 5.578692e+01 -2.253790e+02 1.927043e+02 -1.312545e+02
9.522552e+01 5.960694e+01 3.699431e+01 -1.746755e+02 7.582314e+01 3.743642e+02
5.231687e+01 9.604700e+01 3.721878e+01 -9.412377e+00 3.215438e+01 2.384941e+02
2.457186e+01 4.448947e+01 9.489323e+01 -2.095101e+02 -1.983620e+01 -8.492707e+01
3.599909e+01 5.533864e+01 8.393570e+01 -4.883029e+01 7.404877e+01 -2.266676e+02
1.620816e+01 9.302818e+01 2.801680e+01 -5.004582e+02 2.163418e+02 -2.087444e+01
1.140404e+01 4.920195e+01 7.688100e+01 -9.358540e+01 2.910744e+01 -2.515533e+02
7.509265e+01 5.672488e+01 7.915437e+01 -1.727404e+01 -2.201340e+02 2.015154e+02
3.678084e+01 8.721990e+01 2.005985e+01 -2.735295e+02 9.352667e+01 2.040273e+01
9.107811e+01 4.986308e+01 5.393536e+01 1.425636e+02 -4.455355e+02 -1.041822e+02
1.251711e+01 8.645847e+01 6.394973e+00 -5.514937e+02 1.880041e+02 -2.460791e+02
7.039626e+00 2.435930e+01 2.417819e+01 -1.327419e+02 1.002086e+02 1.251260e+02
5.841940e+01 9.290018e+01 4.032010e+01 -2.763177e+02 -1.206375e+02 7.518522e+00
8.855999e+01 2.102592e+01 4.390504e+01 -1.453377e+02 1.373685e+01 3.899256e+01
9.138586e+01 2.797016e+01 3.442483e+01 -8.193723e+01 8.678025e+01 1.810509e+02
1.847270e+00 5.295501e+01 5.449315e+01 -1.955023e+02 9.016060e+01 3.047043e+02
6.837492e+01 2.428172e+01 8.102969e+01 -1.119413e+02 4.324667e+02 7.548251e+01
2.637176e+01 8.648886e+01 8.090768e+01 -6.027309e+01 1.275054e+02 2.540311e+02
3.426636e+01 3.388734e+01 6.366791e+01 -1.659724e+02 -7.432083e+01 -7.410341e+01
6.202517e+01 6.807632e+01 5.565349e+01 1.235344e+02 2.746937e+02 -1.572977e+02
3.742614e+01 5.132747e+00 4.502494e+01 1.013004e+02 5.347183e+02 -1.855276e+02
7.505035e+01 2.609984e+01 6.855383e+01 -1.243924e+02 -6.821909e+01 4.776928e+01
8.857415e+01 1.813756e+01 6.084265e+01 -4.193618e+02 2.297595e+02 4.275039e+01
7.855824e+01 7.705007e+00 6.702517e+01 -1.102946e+02 1.883192e+02 -1.310335e+02
1.094810e+01 4.185940e+01 8.453340e+01 -1.366605e+01 -4.226728e+01 -2.980249e+02
2.229267e+00 4.231268e+01 2.725982e+01 -4.087610e+02 -8.981328e+01 -1.074346e+01
7.388897e+01 4.113530e+01 1.889675e+01 -8.944193e+01 8.983717e+01 4.489297e+02
2.428234e+01 3.364865e+00 8.768738e+01 2.551940e+02 3.266104e+02 3.522498e+00
6.761378e+01 6.948576e+01 4.944290e+01 -1.817009e+02 1.082034e+02 1.337011e+02
2.118846e+01 2.147189e+01 8.195549e+01 2.724052e+02 -2.730011e+02 2.252770e+02
6.507610e+01 3.081399e+01 3.081213e+01 1.064622e+02 3.402464e+01 2.689862e+02
1.447537e+01 7.756725e+00 3.201910e+01 8.159200e+01 -4.413108e+01 1.456832e+02
7.309566e+01 3.317208e+00 5.463093e+01 -1.854783e+02 3.336667e+02 -1.877158e+02
7.589420e+01 4.167355e+01 3.737617e+01 2.207265e+02 -1.280448e+02 5.151792e+01
5.229428e+01 9.075677e+01 3.171490e+01 -7.642590e+01 3.886559e+01 1.591449e+02
3.285838e+01 4.982399e+01 3.885363e+01 -1.263004e+02 -1.914538e+02 2.406126e+02
9.322735e+01 7.087454e+01 3.801609e+01 1.112266e+02 -1.097881e+02 -1.710699e+01
2.478827e+01 6.597514e+01 6.978330e+01 -3.269017e+02 -2.281282e+02 3.652121e+02
2.330734e+01 3.429232e+01 7.556194e+01 2.701426e+01 -2.375244e+02 2.619888e+00
1.554208e+01 8.275399e+01 1.884773e+01 -4.421744e+02 5.319925e+01 -1.407293e+02
6.736258e+01 6.055770e+01 1.982402e+01 -1.606892e+02 -2.746893e+02 5.028555e+02
3.553832e+01 4.877893e+01 6.611814e+01 -1.746581e+02 -3.096501e+02 8.700006e+01
5.635900e+01 2.412449e+01 4.039979e+01 1.879121e+02 7.937803e+01 5.917161e+02
2.346271e+01 6.699725e+00 9.072876e+01 2.719754e+02 1.094339e+02 1.378913e+02
5.872217e+01 6.802414e+01 6.598772e+01 2.056766e+00 -9.607508e+01 -2.055031e+01
4.102881e+01 3.901034e+01 5.940678e+01 -1.279639e+02 -3.523167e+02 1.075686e+02
